TABLE_NAME,PKCOLUMNNAME,RTABLE,RCOLUMNNAME,id
SF_SUPPORT_FACILITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,71
SF_OTHER,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,72
SF_GEOMETRY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,73
SF_DISPOSAL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,74
SF_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,75
SEIS_STREAMER_BUILD,SOURCE,R_SOURCE,SOURCE,76
SEIS_SP_SURVEY,SOURCE,R_SOURCE,SOURCE,77
SEIS_VELOCITY_VOLUME,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,78
SEIS_SET_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,79
SEIS_SET,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,80
SEIS_SEGMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,81
SEIS_POINT_VERSION,SOURCE,R_SOURCE,SOURCE,82
SEIS_POINT,SOURCE,R_SOURCE,SOURCE,83
SEIS_INTERP_COMP,SOURCE,R_SOURCE,SOURCE,84
SEIS_LINE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,85
SEIS_INTERP_COMP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,86
SEIS_BIN_POINT_TRACE,SOURCE,R_SOURCE,SOURCE,87
SEIS_ACTIVITY,SOURCE,R_SOURCE,SOURCE,88
SEIS_ACQTN_SURVEY,SOURCE,R_SOURCE,SOURCE,89
R_WELL_RELATIONSHIP,SOURCE,R_SOURCE,SOURCE,90
SAMPLE_WATER_ANALYSIS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,91
R_WELL_DRILL_OP_TYPE,SOURCE,R_SOURCE,SOURCE,92
R_WELL_CIRC_PRESS_TYPE,SOURCE,R_SOURCE,SOURCE,93
R_WELL_ACTIVITY_CAUSE,SOURCE,R_SOURCE,SOURCE,94
R_WATER_CONDITION,SOURCE,R_SOURCE,SOURCE,95
R_WASTE_ORIGIN,SOURCE,R_SOURCE,SOURCE,96
R_WELL_LIC_VIOL_RESOL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,97
R_WELL_LIC_DUE_CONDITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,98
R_WELL_CLASS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,99
R_WELL_ALIAS_LOCATION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,100
R_WASTE_ORIGIN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,101
R_TEST_PERIOD_TYPE,SOURCE,R_SOURCE,SOURCE,102
R_TEST_EQUIPMENT,SOURCE,R_SOURCE,SOURCE,103
R_VELOCITY_COMPUTE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,104
R_TOUR_OCCURRENCE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,105
R_STRAT_UNIT_QUALIFIER,SOURCE,R_SOURCE,SOURCE,106
R_STRAT_TOPO_RELATION,SOURCE,R_SOURCE,SOURCE,107
R_STRAT_CORR_CRITERIA,SOURCE,R_SOURCE,SOURCE,108
R_STRAT_INTERP_METHOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,109
R_SP_ZONE_DERIV,SOURCE,R_SOURCE,SOURCE,110
R_SF_BRIDGE_TYPE,SOURCE,R_SOURCE,SOURCE,111
R_SF_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,112
R_SF_BRIDGE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,113
R_SEVERITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,114
R_SEIS_PROC_STATUS,SOURCE,R_SOURCE,SOURCE,115
R_SEIS_REF_DATUM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,116
R_SEIS_BIN_OUTLINE_TYPE,SOURCE,R_SOURCE,SOURCE,117
R_ROYALTY_TYPE,SOURCE,R_SOURCE,SOURCE,118
R_SAMPLE_DESC_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,119
R_ROAD_CONTROL_TYPE,SOURCE,R_SOURCE,SOURCE,120
R_RMII_DEFICIENCY,SOURCE,R_SOURCE,SOURCE,121
R_RMII_CONTACT_TYPE,SOURCE,R_SOURCE,SOURCE,122
R_ROAD_TRAFFIC_FLOW_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,123
R_RMII_STATUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,124
R_RIG_OVERHEAD_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,125
R_RIG_HOOKBLOCK_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,126
R_REST_DURATION,SOURCE,R_SOURCE,SOURCE,127
R_RIG_CATEGORY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,128
R_RETENTION_PERIOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,129
R_REST_ACTIVITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,130
R_RESENT_CONFIDENCE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,131
R_REMARK_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,132
R_RATIO_FLUID_TYPE,SOURCE,R_SOURCE,SOURCE,133
R_PROJECTION_TYPE,SOURCE,R_SOURCE,SOURCE,134
R_PRODUCT_COMPONENT_TYPE,SOURCE,R_SOURCE,SOURCE,135
R_RATE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,136
R_PRODUCT_COMPONENT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,137
R_PPDM_RULE_STATUS,SOURCE,R_SOURCE,SOURCE,138
R_PPDM_RULE_DETAIL_TYPE,SOURCE,R_SOURCE,SOURCE,139
R_PPDM_RULE_COMP_TYPE,SOURCE,R_SOURCE,SOURCE,140
R_PPDM_QC_STATUS,SOURCE,R_SOURCE,SOURCE,141
R_PPDM_OWNER_ROLE,SOURCE,R_SOURCE,SOURCE,142
R_PPDM_METRIC_TYPE,SOURCE,R_SOURCE,SOURCE,143
R_PPDM_INDEX_CATEGORY,SOURCE,R_SOURCE,SOURCE,144
R_PPDM_GROUP_XREF_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,145
R_PERIOD_TYPE,SOURCE,R_SOURCE,SOURCE,146
R_PDEN_STATUS_TYPE,SOURCE,R_SOURCE,SOURCE,147
R_PPDM_FAIL_RESULT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,148
R_PPDM_AUDIT_REASON,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,149
R_POOL_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,150
R_PERIOD_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,151
R_PDEN_STATUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,152
R_PDEN_AMEND_REASON,SOURCE,R_SOURCE,SOURCE,153
R_PAY_DETAIL_TYPE,SOURCE,R_SOURCE,SOURCE,154
R_PAL_SUM_XREF_TYPE,SOURCE,R_SOURCE,SOURCE,155
R_PAL_SUM_COMP_TYPE,SOURCE,R_SOURCE,SOURCE,156
R_PALEO_TYPE_FOSSIL,SOURCE,R_SOURCE,SOURCE,157
R_ORIENTATION,SOURCE,R_SOURCE,SOURCE,158
R_ONTOGENY_TYPE,SOURCE,R_SOURCE,SOURCE,159
R_OFFSHORE_COMP_TYPE,SOURCE,R_SOURCE,SOURCE,160
R_PDEN_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,161
R_OBLIG_PAY_RESP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,162
R_MISC_DATA_CODE,SOURCE,R_SOURCE,SOURCE,163
R_MEASURE_TECHNIQUE,SOURCE,R_SOURCE,SOURCE,164
R_LOG_INDEX_TYPE,SOURCE,R_SOURCE,SOURCE,165
R_LOG_DIRECTION,SOURCE,R_SOURCE,SOURCE,166
R_LOG_DEPTH_TYPE,SOURCE,R_SOURCE,SOURCE,167
R_LOG_ARRAY_DIMENSION,SOURCE,R_SOURCE,SOURCE,168
R_LR_XREF_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,169
R_LOG_INDEX_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,170
R_LOCATION_QUALITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,171
R_LITH_STRUCTURE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,172
R_LITH_ABUNDANCE,SOURCE,R_SOURCE,SOURCE,173
R_LITH_PREP_CLASS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,174
R_LITH_INTENSITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,175
R_LITH_ABUNDANCE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,176
R_LITHOLOGY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,177
R_LINER_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,178
R_LAND_CASE_ACTION,SOURCE,R_SOURCE,SOURCE,179
R_ITEM_CATEGORY,SOURCE,R_SOURCE,SOURCE,180
R_LAND_TRACT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,181
R_HOLE_CONDITION,SOURCE,R_SOURCE,SOURCE,182
R_INT_SET_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,183
R_INCIDENT_SUBSTANCE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,184
R_HSE_INCIDENT_DETAIL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,185
R_HSE_INCIDENT_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,186
R_FOS_TAI_COLOR,SOURCE,R_SOURCE,SOURCE,187
R_FLUID_TYPE,SOURCE,R_SOURCE,SOURCE,188
R_FIELD_STATION_TYPE,SOURCE,R_SOURCE,SOURCE,189
R_FOS_TAI_COLOR,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,190
R_FOS_OBS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,191
R_FIN_COMPONENT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,192
R_EQUIP_XREF_TYPE,SOURCE,R_SOURCE,SOURCE,193
R_EQUIP_SPEC,SOURCE,R_SOURCE,SOURCE,194
R_FACILITY_SPEC_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,195
R_EW_DIRECTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,196
R_EQUIP_USE_STAT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,197
R_ENT_COMPONENT_TYPE,SOURCE,R_SOURCE,SOURCE,198
R_EMPLOYEE_STATUS,SOURCE,R_SOURCE,SOURCE,199
R_DRILL_HOLE_POSITION,SOURCE,R_SOURCE,SOURCE,200
R_DRILL_BIT_JET_TYPE,SOURCE,R_SOURCE,SOURCE,201
R_ENT_ACCESS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,202
R_DIGITAL_FORMAT,SOURCE,R_SOURCE,SOURCE,203
R_DECLINE_TYPE,SOURCE,R_SOURCE,SOURCE,204
R_DECLINE_CURVE_TYPE,SOURCE,R_SOURCE,SOURCE,205
R_DECLINE_COND_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,206
R_CUSHION_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,207
R_CORE_SOLVENT,SOURCE,R_SOURCE,SOURCE,208
R_CONT_XREF_TYPE,SOURCE,R_SOURCE,SOURCE,209
R_CONT_INSUR_ELECT,SOURCE,R_SOURCE,SOURCE,210
R_CONT_EXTEND_TYPE,SOURCE,R_SOURCE,SOURCE,211
R_CONT_XREF_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,212
R_CONSULT_ISSUE_TYPE,SOURCE,R_SOURCE,SOURCE,213
R_CONSENT_STATUS,SOURCE,R_SOURCE,SOURCE,214
R_CONSENT_REMARK,SOURCE,R_SOURCE,SOURCE,215
R_CONTEST_PARTY_ROLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,216
R_CONSULT_RESOLUTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,217
R_CONFIDENCE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,218
R_COMPLETION_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,219
R_CEMENT_TYPE,SOURCE,R_SOURCE,SOURCE,220
R_BUILDUP_RADIUS_TYPE,SOURCE,R_SOURCE,SOURCE,221
R_BIT_REASON_PULLED,SOURCE,R_SOURCE,SOURCE,222
R_CLASS_LEV_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,223
R_BIT_REASON_PULLED,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,224
R_BA_LIC_VIOLATION_TYPE,SOURCE,R_SOURCE,SOURCE,225
R_BA_CREW_OVERHEAD_TYPE,SOURCE,R_SOURCE,SOURCE,226
R_BA_PERMIT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,227
R_BA_LIC_VIOL_RESOL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,228
R_AUTHOR_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,229
R_APPLICATION_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,230
R_ALIAS_REASON_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,231
R_ADDRESS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,232
RM_PHYS_ITEM_ORIGIN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,233
RM_INFO_ITEM_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,234
RM_INFO_ITEM_ORIGIN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,235
RM_INFO_ITEM_GEOMETRY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,236
RM_INFORMATION_ITEM,SOURCE,R_SOURCE,SOURCE,237
RM_IMAGE_LOC,SOURCE,R_SOURCE,SOURCE,238
RESERVE_CLASS_FORMULA,SOURCE,R_SOURCE,SOURCE,239
RESERVE_CLASS_CALC,SOURCE,R_SOURCE,SOURCE,240
RESERVE_CLASS,SOURCE,R_SOURCE,SOURCE,241
RM_ENCODING,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,242
RESERVE_ENTITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,243
REPORT_HIER_ALIAS,SOURCE,R_SOURCE,SOURCE,244
PR_STR_FORM_STAT_HIST,SOURCE,R_SOURCE,SOURCE,245
REPORT_HIER_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,246
REPORT_HIER_DESC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,247
PROJ_STEP_CONDITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,248
PROJECT_STEP_TIME,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,249
PPDM_UNIT_OF_MEASURE,SOURCE,R_SOURCE,SOURCE,250
PROJECT_PLAN_STEP_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,251
PROD_STRING_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,252
PPDM_SYSTEM,SOURCE,R_SOURCE,SOURCE,253
PPDM_SCHEMA_ENTITY_ALIAS,SOURCE,R_SOURCE,SOURCE,254
PPDM_RULE_ENFORCEMENT,SOURCE,R_SOURCE,SOURCE,255
PPDM_PROPERTY_SET,SOURCE,R_SOURCE,SOURCE,256
PPDM_GROUP_OWNER,SOURCE,R_SOURCE,SOURCE,257
PPDM_GROUP_OBJECT,SOURCE,R_SOURCE,SOURCE,258
PPDM_SCHEMA_GROUP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,259
PPDM_SCHEMA_ENTITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,260
PPDM_QUANTITY_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,261
PPDM_MAP_DETAIL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,262
PPDM_COLUMN_ALIAS,SOURCE,R_SOURCE,SOURCE,263
POOL_ALIAS,SOURCE,R_SOURCE,SOURCE,264
PPDM_CONS_COLUMN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,265
PPDM_CODE_VERSION_COLUMN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,266
PPDM_CHECK_CONS_VALUE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,267
PPDM_AUDIT_HISTORY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,268
POOL_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,269
PDEN_VOL_REGIME,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,270
PALEO_SUM_XREF,SOURCE,R_SOURCE,SOURCE,271
PDEN_OPER_HIST,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,272
PDEN_DECLINE_SEGMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,273
PDEN_DECLINE_CASE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,274
PDEN_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,275
PDEN_ALLOC_FACTOR,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,276
PALEO_SUM_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,277
PALEO_SUM_COMP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,278
PALEO_OBS_QUALIFIER,SOURCE,R_SOURCE,SOURCE,279
PALEO_INTERP,SOURCE,R_SOURCE,SOURCE,280
PALEO_FOSSIL_IND,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,281
PALEO_ABUND_SCHEME,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,282
OBLIG_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,283
OBLIG_PAY_DETAIL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,284
OBLIG_DEDUCT_CALC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,285
NOTIF_BA,SOURCE,R_SOURCE,SOURCE,286
LEGAL_TEXAS_LOC,SOURCE,R_SOURCE,SOURCE,287
LITH_SAMPLE_PREP_METH,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,288
LITH_LOG,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,289
LITH_DEP_ENV_INT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,290
LEGAL_OFFSHORE_LOC,SOURCE,R_SOURCE,SOURCE,291
LEGAL_CONGRESS_LOC,SOURCE,R_SOURCE,SOURCE,292
LAND_STATUS,SOURCE,R_SOURCE,SOURCE,293
