TABLE_NAME,PKCOLUMNNAME,RTABLE,RCOLUMNNAME
Z_PDEN_GAS_ANAL_DETAIL,PRODUCT_TYPE,Z_PDEN_GAS_ANALYSIS,ANALYSIS_OBS_NO
Z_PDEN_GAS_ANAL_DETAIL,PRODUCT_TYPE,Z_PDEN_GAS_ANALYSIS,PDEN_ID
Z_PDEN_GAS_ANAL_DETAIL,PDEN_SOURCE,Z_PDEN_GAS_ANALYSIS,PDEN_SOURCE
Z_PDEN_GAS_ANAL_DETAIL,PDEN_ID,Z_PDEN_GAS_ANALYSIS,PDEN_TYPE
WELL_PAYZONE,ZONE_SOURCE,ZONE,ZONE_ID
WORK_ORDER_INST_COMP,WORK_ORDER_ID,WORK_ORDER_INSTRUCTION,INSTRUCTION_ID
OBLIGATION_COMPONENT,WORK_ORDER_ID,WORK_ORDER_DELIVERY,WORK_ORDER_ID
WORK_ORDER_INSTRUCTION,BA_OBS_NO,WORK_ORDER_BA,BUSINESS_ASSOCIATE_ID
WORK_ORDER_DELIVERY,BA_OBS_NO,WORK_ORDER_BA,BA_OBS_NO
WORK_ORDER_CONDITION,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID
OBLIGATION_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID
INT_SET_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID
CONSULT_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID
CLASS_LEVEL_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID
EQUIPMENT_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID
WELL_ZONE_INTRVL_VALUE,ZONE_ID,WELL_ZONE_INTERVAL,UWI
WELL_ZONE_INTRVL_VALUE,INTERVAL_ID,WELL_ZONE_INTERVAL,ZONE_SOURCE
WELL_ZONE_INTRVL_VALUE,INTERVAL_ID,WELL_ZONE_INTERVAL,ZONE_ID
WELL_ZONE_INTRVL_VALUE,INTERVAL_ID,WELL_ZONE_INTERVAL,SOURCE
WELL_ZONE_INTRVL_VALUE,INTERVAL_SOURCE,WELL_ZONE_INTERVAL,ZONE_SOURCE
WELL_ZONE_INTRVL_VALUE,INTERVAL_SOURCE,WELL_ZONE_INTERVAL,INTERVAL_ID
WELL_DRILL_PERIOD_EQUIP,TUBING_OBS_NO,WELL_TUBULAR,UWI
WELL_ACTIVITY_COMPONENT,TUBING_TYPE,WELL_TUBULAR,UWI
WELL_ACTIVITY_COMPONENT,TUBING_SOURCE,WELL_TUBULAR,TUBING_TYPE
WELL_ACTIVITY_COMPONENT,UWI,WELL_TUBULAR,TUBING_OBS_NO
WELL_CEMENT,UWI,WELL_TUBULAR,TUBING_OBS_NO
WELL_TEST_CONTAMINANT,RECOVERY_OBS_NO,WELL_TEST_RECOVERY,TEST_TYPE
WELL_TEST_CONTAMINANT,RECOVERY_OBS_NO,WELL_TEST_RECOVERY,SOURCE
WELL_TEST_CONTAMINANT,RUN_NUM,WELL_TEST_RECOVERY,TEST_NUM
WELL_TEST_CONTAMINANT,RUN_NUM,WELL_TEST_RECOVERY,TEST_TYPE
WELL_TEST_CONTAMINANT,TEST_TYPE,WELL_TEST_RECOVERY,SOURCE
WELL_TEST_CONTAMINANT,TEST_TYPE,WELL_TEST_RECOVERY,UWI
WELL_TEST_CONTAMINANT,UWI,WELL_TEST_RECOVERY,UWI
WELL_TEST_COMPUT_ANAL,RECORDER_ID,WELL_TEST_RECORDER,SOURCE
WELL_TEST_COMPUT_ANAL,RECORDER_ID,WELL_TEST_RECORDER,UWI
WELL_TEST_COMPUT_ANAL,TEST_NUM,WELL_TEST_RECORDER,RECORDER_ID
WELL_TEST_COMPUT_ANAL,TEST_TYPE,WELL_TEST_RECORDER,SOURCE
WELL_TEST_COMPUT_ANAL,SOURCE,WELL_TEST_RECORDER,RECORDER_ID
WELL_TEST_PRESS_MEAS,TEST_TYPE,WELL_TEST_RECORDER,SOURCE
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST_RECORDER,RECORDER_ID
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST_RECORDER,RUN_NUM
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_RECORDER,SOURCE
WELL_TEST_PRESSURE,RECORDER_ID,WELL_TEST_RECORDER,RECORDER_ID
WELL_TEST_PRESSURE,SOURCE,WELL_TEST_RECORDER,UWI
RM_INFO_ITEM_CONTENT,WTP_TEST_TYPE,WELL_TEST_PRESSURE,RUN_NUM
RM_INFO_ITEM_CONTENT,WTP_TEST_TYPE,WELL_TEST_PRESSURE,UWI
RM_INFO_ITEM_CONTENT,WTP_TEST_NUM,WELL_TEST_PRESSURE,TEST_NUM
RM_INFO_ITEM_CONTENT,WTP_SOURCE,WELL_TEST_PRESSURE,TEST_TYPE
RM_INFO_ITEM_CONTENT,WTP_RUN_NUM,WELL_TEST_PRESSURE,RUN_NUM
RM_INFO_ITEM_CONTENT,WTP_RUN_NUM,WELL_TEST_PRESSURE,UWI
WELL_TEST_RECOVERY,TEST_NUM,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST_PERIOD,PERIOD_OBS_NO
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST_PERIOD,SOURCE
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST_PERIOD,UWI
WELL_TEST_RECOVERY,UWI,WELL_TEST_PERIOD,SOURCE
WELL_TEST_ANALYSIS,PERIOD_OBS_NO,WELL_TEST_PERIOD,PERIOD_OBS_NO
WELL_TEST_ANALYSIS,PERIOD_OBS_NO,WELL_TEST_PERIOD,RUN_NUM
WELL_TEST_ANALYSIS,PERIOD_TYPE,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_ANALYSIS,TEST_NUM,WELL_TEST_PERIOD,PERIOD_TYPE
WELL_TEST_ANALYSIS,TEST_NUM,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_ANALYSIS,TEST_TYPE,WELL_TEST_PERIOD,TEST_NUM
WELL_TEST_PRESS_MEAS,RUN_NUM,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_PRESS_MEAS,RUN_NUM,WELL_TEST_PERIOD,UWI
WELL_TEST_PRESS_MEAS,TEST_TYPE,WELL_TEST_PERIOD,TEST_NUM
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST_PERIOD,UWI
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_PERIOD,PERIOD_TYPE
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_PERIOD,RUN_NUM
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_PERIOD,SOURCE
WELL_TEST_PRESSURE,PERIOD_OBS_NO,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_PRESSURE,PERIOD_TYPE,WELL_TEST_PERIOD,RUN_NUM
WELL_TEST_PRESSURE,TEST_NUM,WELL_TEST_PERIOD,PERIOD_OBS_NO
WELL_TEST_PRESSURE,TEST_TYPE,WELL_TEST_PERIOD,PERIOD_OBS_NO
WELL_TEST_PRESSURE,SOURCE,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_FLOW_MEAS,TEST_NUM,WELL_TEST_PERIOD,RUN_NUM
WELL_TEST_FLOW,PERIOD_OBS_NO,WELL_TEST_PERIOD,SOURCE
WELL_TEST_FLOW,PERIOD_TYPE,WELL_TEST_PERIOD,PERIOD_TYPE
WELL_TEST_FLOW,PERIOD_TYPE,WELL_TEST_PERIOD,TEST_NUM
WELL_TEST_FLOW,TEST_NUM,WELL_TEST_PERIOD,TEST_NUM
WELL_TEST_FLOW,RUN_NUM,WELL_TEST_PERIOD,PERIOD_OBS_NO
WELL_TEST_FLOW,RUN_NUM,WELL_TEST_PERIOD,RUN_NUM
WELL_TEST_FLOW,SOURCE,WELL_TEST_PERIOD,TEST_NUM
WELL_TEST_FLOW,SOURCE,WELL_TEST_PERIOD,TEST_TYPE
WELL_TEST_FLOW,SOURCE,WELL_TEST_PERIOD,UWI
RM_INFO_ITEM_CONTENT,WTF_TEST_NUM,WELL_TEST_FLOW,PERIOD_OBS_NO
RM_INFO_ITEM_CONTENT,WTF_SOURCE,WELL_TEST_FLOW,FLUID_TYPE
RM_INFO_ITEM_CONTENT,WTF_SOURCE,WELL_TEST_FLOW,PERIOD_TYPE
RM_INFO_ITEM_CONTENT,WTF_SOURCE,WELL_TEST_FLOW,TEST_TYPE
RM_INFO_ITEM_CONTENT,WTF_PERIOD_TYPE,WELL_TEST_FLOW,TEST_NUM
RM_INFO_ITEM_CONTENT,WTF_PERIOD_TYPE,WELL_TEST_FLOW,TEST_TYPE
RM_INFO_ITEM_CONTENT,UWI,WELL_TEST_FLOW,TEST_TYPE
RM_INFO_ITEM_CONTENT,UWI,WELL_TEST_FLOW,SOURCE
Z_WELL_WATER_ANALYSIS,TEST_NUM,WELL_TEST,TEST_NUM
Z_WELL_WATER_ANALYSIS,TEST_NUM,WELL_TEST,UWI
Z_WELL_OIL_ANALYSIS,WELL_TEST_SOURCE,WELL_TEST,TEST_TYPE
Z_WELL_OIL_ANALYSIS,WELL_TEST_SOURCE,WELL_TEST,UWI
Z_WELL_OIL_ANALYSIS,TEST_TYPE,WELL_TEST,SOURCE
Z_WELL_OIL_ANALYSIS,TEST_NUM,WELL_TEST,TEST_TYPE
Z_WELL_OIL_ANALYSIS,TEST_NUM,WELL_TEST,UWI
Z_WELL_GAS_ANALYSIS,WELL_TEST_SOURCE,WELL_TEST,SOURCE
Z_WELL_GAS_ANALYSIS,TEST_NUM,WELL_TEST,TEST_NUM
Z_WELL_GAS_ANALYSIS,UWI,WELL_TEST,UWI
WELL_TREATMENT,TEST_TYPE,WELL_TEST,RUN_NUM
WELL_TREATMENT,TEST_TYPE,WELL_TEST,TEST_TYPE
WELL_TREATMENT,TEST_TYPE,WELL_TEST,UWI
WELL_TREATMENT,UWI,WELL_TEST,SOURCE
WELL_TEST_STRAT_UNIT,RUN_NUM,WELL_TEST,SOURCE
WELL_TEST_SHUTOFF,RUN_NUM,WELL_TEST,TEST_TYPE
WELL_TEST_REMARK,TEST_NUM,WELL_TEST,TEST_TYPE
WELL_TEST_REMARK,SOURCE,WELL_TEST,UWI
WELL_TEST_RECOVERY,RUN_NUM,WELL_TEST,TEST_NUM
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST,RUN_NUM
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST,UWI
WELL_TEST_RECOVERY,UWI,WELL_TEST,TEST_NUM
WELL_TEST_RECOVERY,UWI,WELL_TEST,UWI
WELL_TEST_CUSHION,SOURCE,WELL_TEST,TEST_TYPE
WELL_TEST_CUSHION,UWI,WELL_TEST,UWI
WELL_TEST_COMPUT_ANAL,RUN_NUM,WELL_TEST,RUN_NUM
WELL_TEST_COMPUT_ANAL,TEST_TYPE,WELL_TEST,TEST_NUM
WELL_TEST_COMPUT_ANAL,TEST_TYPE,WELL_TEST,TEST_TYPE
WELL_TEST_COMPUT_ANAL,SOURCE,WELL_TEST,TEST_TYPE
WELL_TEST_COMPUT_ANAL,SOURCE,WELL_TEST,UWI
WELL_TEST_COMPUT_ANAL,UWI,WELL_TEST,RUN_NUM
WELL_TEST_COMPUT_ANAL,UWI,WELL_TEST,UWI
WELL_PRESSURE,WELL_TEST_TYPE,WELL_TEST,TEST_TYPE
WELL_ACTIVITY_COMPONENT,WELL_TEST_TYPE,WELL_TEST,TEST_NUM
WELL_ACTIVITY_COMPONENT,WELL_TEST_SOURCE,WELL_TEST,TEST_NUM
WELL_ACTIVITY_COMPONENT,WELL_TEST_SOURCE,WELL_TEST,UWI
WELL_ACTIVITY_COMPONENT,WELL_TEST_NUM,WELL_TEST,UWI
SAMPLE_ANAL_COMPONENT,RUN_NUM,WELL_TEST,RUN_NUM
WELL_TEST_RECORDER,RUN_NUM,WELL_TEST,TEST_NUM
WELL_TEST_RECORDER,RUN_NUM,WELL_TEST,RUN_NUM
WELL_TEST_RECORDER,TEST_TYPE,WELL_TEST,UWI
WELL_TEST_PRESS_MEAS,TEST_NUM,WELL_TEST,RUN_NUM
WELL_TEST_PRESS_MEAS,RUN_NUM,WELL_TEST,RUN_NUM
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST,RUN_NUM
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST,TEST_TYPE
WELL_TEST_PERIOD,TEST_TYPE,WELL_TEST,TEST_NUM
WELL_TEST_PERIOD,UWI,WELL_TEST,SOURCE
WELL_TEST_MUD,TEST_NUM,WELL_TEST,RUN_NUM
WELL_TEST_MUD,TEST_TYPE,WELL_TEST,TEST_NUM
WELL_TEST_FLOW_MEAS,TEST_NUM,WELL_TEST,RUN_NUM
WELL_TEST_FLOW_MEAS,TEST_NUM,WELL_TEST,SOURCE
WELL_TEST_FLOW_MEAS,RUN_NUM,WELL_TEST,RUN_NUM
WELL_TEST_EQUIPMENT,TEST_TYPE,WELL_TEST,TEST_NUM
WELL_TEST_EQUIPMENT,TEST_TYPE,WELL_TEST,RUN_NUM
WELL_TEST_EQUIPMENT,TEST_TYPE,WELL_TEST,SOURCE
WELL_TEST_EQUIPMENT,SOURCE,WELL_TEST,RUN_NUM
WELL_TEST_EQUIPMENT,UWI,WELL_TEST,RUN_NUM
WELL_SIEVE_SCREEN,ANALYSIS_OBS_NO,WELL_SIEVE_ANALYSIS,ANALYSIS_OBS_NO
WELL_SHOW_REMARK,SHOW_OBS_NO,WELL_SHOW,SOURCE
WELL_SHOW_REMARK,SHOW_SOURCE,WELL_SHOW,SOURCE
WELL_PRESSURE_AOF_4PT,PRESSURE_OBS_NO,WELL_PRESSURE_AOF,AOF_OBS_NO
WELL_PRESSURE_AOF_4PT,PRESSURE_OBS_NO,WELL_PRESSURE_AOF,PRESSURE_OBS_NO
WELL_PRESSURE_AOF_4PT,UWI,WELL_PRESSURE_AOF,UWI
WELL_PRESSURE_BH,PRESSURE_OBS_NO,WELL_PRESSURE,PRESSURE_OBS_NO
WELL_PRESSURE_BH,UWI,WELL_PRESSURE,SOURCE
WELL_PRESSURE_AOF,SOURCE,WELL_PRESSURE,SOURCE
WELL_PRESSURE_AOF,UWI,WELL_PRESSURE,UWI
WELL_ACTIVITY_COMPONENT,PERFORATION_SOURCE,WELL_PERFORATION,UWI
WELL_ACTIVITY_COMPONENT,UWI,WELL_PERFORATION,PERFORATION_OBS_NO
WELL_HORIZ_DRILL_SPOKE,NODE_ID,WELL_NODE,NODE_ID
LEGAL_CONGRESS_LOC,WELL_NODE_ID,WELL_NODE,NODE_ID
WELL_MUD_RESISTIVITY,SOURCE,WELL_MUD_SAMPLE,SOURCE
LITH_SAMPLE_COLLECTION,MUD_SAMPLE_ID,WELL_MUD_SAMPLE,SAMPLE_ID
LITH_SAMPLE_COLLECTION,MUD_SAMPLE_ID,WELL_MUD_SAMPLE,UWI
WELL_LOG_TRIP,MUD_SOURCE,WELL_MUD_SAMPLE,SOURCE
WELL_LOG_TRIP,MUD_SOURCE,WELL_MUD_SAMPLE,UWI
WELL_LOG_TRIP_REMARK,TRIP_OBS_NO,WELL_LOG_TRIP,TRIP_OBS_NO
WELL_LOG_TRIP_REMARK,JOB_SOURCE,WELL_LOG_TRIP,TRIP_OBS_NO
WELL_LOG_TRIP_REMARK,JOB_SOURCE,WELL_LOG_TRIP,SOURCE
WELL_LOG_CURVE,WELL_LOG_JOB_SOURCE,WELL_LOG_TRIP,UWI
WELL_LOG_CURVE,TRIP_OBS_NO,WELL_LOG_TRIP,JOB_ID
WELL_LOG_CURVE,UWI,WELL_LOG_TRIP,JOB_ID
WELL_LOG_CURVE,UWI,WELL_LOG_TRIP,UWI
WELL_LOG,LOG_JOB_ID,WELL_LOG_TRIP,UWI
WELL_LOG_PASS,SOURCE,WELL_LOG_TRIP,TRIP_OBS_NO
WELL_LOG_PASS,SOURCE,WELL_LOG_TRIP,JOB_ID
WELL_LOG_CURVE,WELL_LOG_JOB_SOURCE,WELL_LOG_PASS,LOG_TOOL_PASS_NO
WELL_LOG_CURVE,WELL_LOG_JOB_SOURCE,WELL_LOG_PASS,TRIP_OBS_NO
WELL_LOG_CURVE,TRIP_OBS_NO,WELL_LOG_PASS,TRIP_OBS_NO
WELL_LOG_CURVE,LOG_TOOL_PASS_NO,WELL_LOG_PASS,SOURCE
WELL_LOG_CURVE,UWI,WELL_LOG_PASS,UWI
WELL_LOG,TRIP_OBS_NO,WELL_LOG_PASS,JOB_ID
WELL_LOG,LOG_TOOL_PASS_NO,WELL_LOG_PASS,TRIP_OBS_NO
WELL_LOG,LOG_TOOL_PASS_NO,WELL_LOG_PASS,SOURCE
WELL_LOG,LOG_JOB_ID,WELL_LOG_PASS,TRIP_OBS_NO
WELL_LOG,LOG_JOB_ID,WELL_LOG_PASS,JOB_ID
WELL_LOG,LOG_JOB_ID,WELL_LOG_PASS,UWI
WELL_LOG,UWI,WELL_LOG_PASS,JOB_ID
WELL_LOG,UWI,WELL_LOG_PASS,SOURCE
WELL_LOG_PARM_ARRAY,PARAMETER_SEQ_NO,WELL_LOG_PARM,UWI
WELL_LOG_PARM_ARRAY,WELL_LOG_ID,WELL_LOG_PARM,WELL_LOG_SOURCE
WELL_LOG_TRIP,SOURCE,WELL_LOG_JOB,JOB_ID
WELL_LOG_CURVE_PROC,DICT_PROCESS_ID,WELL_LOG_DICT_PROC,DICTIONARY_ID
WELL_LOG_CURVE_PROC,DICTIONARY_ID,WELL_LOG_DICT_PROC,DICTIONARY_ID
WELL_LOG_PARM,DICTIONARY_ID,WELL_LOG_DICT_PARM,DICTIONARY_ID
WELL_LOG_DICT_PARM_VAL,DICTIONARY_ID,WELL_LOG_DICT_PARM,DICTIONARY_ID
BA_PREFERENCE_LEVEL,WL_DICT_CURVE_ID,WELL_LOG_DICT_CURVE,DICTIONARY_ID
WELL_LOG_DICT_CRV_CLS,DICT_CURVE_ID,WELL_LOG_DICT_CURVE,DICTIONARY_ID
WELL_LOG_DICT_CRV_CLS,DICTIONARY_ID,WELL_LOG_DICT_CURVE,DICTIONARY_ID
WELL_LOG_DICT_PROC,DICTIONARY_ID,WELL_LOG_DICTIONARY,DICTIONARY_ID
WELL_LOG_DICT_ALIAS,DICTIONARY_ID,WELL_LOG_DICTIONARY,DICTIONARY_ID
WELL_LOG_CURVE_SCALE,DIGITAL_CURVE_ID,WELL_LOG_DGTZ_CURVE,CURVE_ID
RM_INFO_ITEM_CONTENT,WL_DGTZ_CURVE_ID,WELL_LOG_DGTZ_CURVE,DIGITAL_CURVE_ID
RM_INFO_ITEM_CONTENT,WELL_LOG_CURVE_ID,WELL_LOG_DGTZ_CURVE,UWI
RM_INFO_ITEM_CONTENT,UWI,WELL_LOG_DGTZ_CURVE,DIGITAL_CURVE_ID
WELL_LOG_CURVE_PROC,SPLICE_OBS_NO,WELL_LOG_CURVE_SPLICE,SPLICE_OBS_NO
WELL_LOG_CURVE,WELL_LOG_SOURCE,WELL_LOG_CURVE_FRAME,WELL_LOG_ID
WELL_LOG_CURVE,WELL_LOG_SOURCE,WELL_LOG_CURVE_FRAME,UWI
WELL_LOG_CURVE,UWI,WELL_LOG_CURVE_FRAME,WELL_LOG_SOURCE
WELL_LOG_CURVE,UWI,WELL_LOG_CURVE_FRAME,UWI
BA_PREFERENCE,WL_CURVE_CLASS_ID,WELL_LOG_CURVE_CLASS,CURVE_CLASS_ID
WELL_LOG_AXIS_COORD,CURVE_ID,WELL_LOG_CURVE_AXIS,AXIS_ID
WELL_LOG_CURVE_REMARK,CURVE_ID,WELL_LOG_CURVE,UWI
WELL_LOG_CURVE_AXIS,CURVE_ID,WELL_LOG_CURVE,CURVE_ID
STRAT_COLUMN_ACQTN,LOG_CURVE_ID,WELL_LOG_CURVE,CURVE_ID
RM_INFO_ITEM_CONTENT,WELL_LOG_CURVE_ID,WELL_LOG_CURVE,CURVE_ID
WELL_LOG_CURVE_FRAME,WELL_LOG_SOURCE,WELL_LOG,UWI
WELL_LOG_CURVE,WELL_LOG_SOURCE,WELL_LOG,SOURCE
WELL_LOG_CURVE,WELL_LOG_ID,WELL_LOG,WELL_LOG_ID
WELL_LOG_CURVE,WELL_LOG_ID,WELL_LOG,UWI
WELL_LOG_CLASS,WELL_LOG_SOURCE,WELL_LOG,SOURCE
WELL_LOG_CLASS,WELL_LOG_ID,WELL_LOG,SOURCE
WELL_LOG_CLASS,UWI,WELL_LOG,SOURCE
RM_INFO_ITEM_CONTENT,WELL_LOG_SOURCE,WELL_LOG,WELL_LOG_ID
RM_INFO_ITEM_CONTENT,WELL_LOG_ID,WELL_LOG,UWI
INT_SET_COMPONENT,WELL_LOG_ID,WELL_LOG,SOURCE
INT_SET_COMPONENT,UWI,WELL_LOG,WELL_LOG_ID
ENT_COMPONENT,WELL_LOG_ID,WELL_LOG,WELL_LOG_ID
WELL_LOG_REMARK,UWI,WELL_LOG,SOURCE
