TABLE_NAME,PKCOLUMNNAME,RTABLE,RCOLUMNNAME,ID
LEGAL_CARTER_LOC,PROVINCE_STATE,Z_R_COUNTY,COUNTY,63
INSTRUMENT,COUNTRY,Z_R_COUNTY,COUNTRY,64
Z_R_PROVINCE_STATE,COUNTRY,Z_R_COUNTRY,COUNTRY,65
SP_PARCEL_FPS,COUNTRY,Z_R_COUNTRY,COUNTRY,66
LEGAL_TEXAS_LOC,COUNTRY,Z_R_COUNTRY,COUNTRY,67
SP_PARCEL_PBL,COUNTRY,Z_R_COUNTRY,COUNTRY,68
SP_PARCEL_OFFSHORE,COUNTRY,Z_R_COUNTRY,COUNTRY,69
SEIS_ACQTN_SURVEY,COUNTRY,Z_R_COUNTRY,COUNTRY,70
Z_PDEN_WATER_ANAL_DTL,ANALYSIS_OBS_NO,Z_PDEN_WATER_ANALYSIS,PDEN_TYPE,71
Z_PDEN_WATER_ANAL_DTL,PDEN_TYPE,Z_PDEN_WATER_ANALYSIS,PDEN_TYPE,72
Z_PDEN_WATER_ANAL_DTL,PDEN_ID,Z_PDEN_WATER_ANALYSIS,PDEN_ID,73
Z_PDEN_OIL_VISCOSITY,PDEN_SOURCE,Z_PDEN_OIL_ANALYSIS,PDEN_SOURCE,74
Z_PDEN_OIL_VISCOSITY,PDEN_TYPE,Z_PDEN_OIL_ANALYSIS,PDEN_TYPE,75
Z_PDEN_GAS_ANAL_DETAIL,PRODUCT_TYPE,Z_PDEN_GAS_ANALYSIS,ANALYSIS_OBS_NO,76
Z_PDEN_GAS_ANAL_DETAIL,PRODUCT_TYPE,Z_PDEN_GAS_ANALYSIS,PDEN_ID,77
Z_PDEN_GAS_ANAL_DETAIL,PDEN_SOURCE,Z_PDEN_GAS_ANALYSIS,PDEN_SOURCE,78
Z_PDEN_GAS_ANAL_DETAIL,PDEN_ID,Z_PDEN_GAS_ANALYSIS,PDEN_TYPE,79
WELL_PAYZONE,ZONE_SOURCE,ZONE,ZONE_ID,80
WORK_ORDER_INST_COMP,WORK_ORDER_ID,WORK_ORDER_INSTRUCTION,INSTRUCTION_ID,81
OBLIGATION_COMPONENT,WORK_ORDER_ID,WORK_ORDER_DELIVERY,WORK_ORDER_ID,82
WORK_ORDER_INSTRUCTION,BA_OBS_NO,WORK_ORDER_BA,BUSINESS_ASSOCIATE_ID,83
WORK_ORDER_DELIVERY,BA_OBS_NO,WORK_ORDER_BA,BA_OBS_NO,84
WORK_ORDER_CONDITION,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID,85
OBLIGATION_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID,86
INT_SET_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID,87
CONSULT_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID,88
CLASS_LEVEL_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID,89
EQUIPMENT_COMPONENT,WORK_ORDER_ID,WORK_ORDER,WORK_ORDER_ID,90
WELL_ZONE_INTRVL_VALUE,ZONE_ID,WELL_ZONE_INTERVAL,UWI,91
WELL_ZONE_INTRVL_VALUE,INTERVAL_ID,WELL_ZONE_INTERVAL,ZONE_SOURCE,92
WELL_ZONE_INTRVL_VALUE,INTERVAL_ID,WELL_ZONE_INTERVAL,ZONE_ID,93
WELL_ZONE_INTRVL_VALUE,INTERVAL_ID,WELL_ZONE_INTERVAL,SOURCE,94
WELL_ZONE_INTRVL_VALUE,INTERVAL_SOURCE,WELL_ZONE_INTERVAL,ZONE_SOURCE,95
WELL_ZONE_INTRVL_VALUE,INTERVAL_SOURCE,WELL_ZONE_INTERVAL,INTERVAL_ID,96
WELL_DRILL_PERIOD_EQUIP,TUBING_OBS_NO,WELL_TUBULAR,UWI,97
WELL_ACTIVITY_COMPONENT,TUBING_TYPE,WELL_TUBULAR,UWI,98
WELL_ACTIVITY_COMPONENT,TUBING_SOURCE,WELL_TUBULAR,TUBING_TYPE,99
WELL_ACTIVITY_COMPONENT,UWI,WELL_TUBULAR,TUBING_OBS_NO,100
WELL_CEMENT,UWI,WELL_TUBULAR,TUBING_OBS_NO,101
WELL_TEST_CONTAMINANT,RECOVERY_OBS_NO,WELL_TEST_RECOVERY,TEST_TYPE,102
WELL_TEST_CONTAMINANT,RECOVERY_OBS_NO,WELL_TEST_RECOVERY,SOURCE,103
WELL_TEST_CONTAMINANT,RUN_NUM,WELL_TEST_RECOVERY,TEST_NUM,104
WELL_TEST_CONTAMINANT,RUN_NUM,WELL_TEST_RECOVERY,TEST_TYPE,105
WELL_TEST_CONTAMINANT,TEST_TYPE,WELL_TEST_RECOVERY,SOURCE,106
WELL_TEST_CONTAMINANT,TEST_TYPE,WELL_TEST_RECOVERY,UWI,107
WELL_TEST_CONTAMINANT,UWI,WELL_TEST_RECOVERY,UWI,108
WELL_TEST_COMPUT_ANAL,RECORDER_ID,WELL_TEST_RECORDER,SOURCE,109
WELL_TEST_COMPUT_ANAL,RECORDER_ID,WELL_TEST_RECORDER,UWI,110
WELL_TEST_COMPUT_ANAL,TEST_NUM,WELL_TEST_RECORDER,RECORDER_ID,111
WELL_TEST_COMPUT_ANAL,TEST_TYPE,WELL_TEST_RECORDER,SOURCE,112
WELL_TEST_COMPUT_ANAL,SOURCE,WELL_TEST_RECORDER,RECORDER_ID,113
WELL_TEST_PRESS_MEAS,TEST_TYPE,WELL_TEST_RECORDER,SOURCE,114
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST_RECORDER,RECORDER_ID,115
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST_RECORDER,RUN_NUM,116
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_RECORDER,SOURCE,117
WELL_TEST_PRESSURE,RECORDER_ID,WELL_TEST_RECORDER,RECORDER_ID,118
WELL_TEST_PRESSURE,SOURCE,WELL_TEST_RECORDER,UWI,119
RM_INFO_ITEM_CONTENT,WTP_TEST_TYPE,WELL_TEST_PRESSURE,RUN_NUM,120
RM_INFO_ITEM_CONTENT,WTP_TEST_TYPE,WELL_TEST_PRESSURE,UWI,121
RM_INFO_ITEM_CONTENT,WTP_TEST_NUM,WELL_TEST_PRESSURE,TEST_NUM,122
RM_INFO_ITEM_CONTENT,WTP_SOURCE,WELL_TEST_PRESSURE,TEST_TYPE,123
RM_INFO_ITEM_CONTENT,WTP_RUN_NUM,WELL_TEST_PRESSURE,RUN_NUM,124
RM_INFO_ITEM_CONTENT,WTP_RUN_NUM,WELL_TEST_PRESSURE,UWI,125
WELL_TEST_RECOVERY,TEST_NUM,WELL_TEST_PERIOD,TEST_TYPE,126
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST_PERIOD,PERIOD_OBS_NO,127
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST_PERIOD,SOURCE,128
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST_PERIOD,UWI,129
WELL_TEST_RECOVERY,UWI,WELL_TEST_PERIOD,SOURCE,130
WELL_TEST_ANALYSIS,PERIOD_OBS_NO,WELL_TEST_PERIOD,PERIOD_OBS_NO,131
WELL_TEST_ANALYSIS,PERIOD_OBS_NO,WELL_TEST_PERIOD,RUN_NUM,132
WELL_TEST_ANALYSIS,PERIOD_TYPE,WELL_TEST_PERIOD,TEST_TYPE,133
WELL_TEST_ANALYSIS,TEST_NUM,WELL_TEST_PERIOD,PERIOD_TYPE,134
WELL_TEST_ANALYSIS,TEST_NUM,WELL_TEST_PERIOD,TEST_TYPE,135
WELL_TEST_ANALYSIS,TEST_TYPE,WELL_TEST_PERIOD,TEST_NUM,136
WELL_TEST_PRESS_MEAS,RUN_NUM,WELL_TEST_PERIOD,TEST_TYPE,137
WELL_TEST_PRESS_MEAS,RUN_NUM,WELL_TEST_PERIOD,UWI,138
WELL_TEST_PRESS_MEAS,TEST_TYPE,WELL_TEST_PERIOD,TEST_NUM,139
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST_PERIOD,UWI,140
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_PERIOD,PERIOD_TYPE,141
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_PERIOD,RUN_NUM,142
WELL_TEST_PRESS_MEAS,UWI,WELL_TEST_PERIOD,SOURCE,143
WELL_TEST_PRESSURE,PERIOD_OBS_NO,WELL_TEST_PERIOD,TEST_TYPE,144
WELL_TEST_PRESSURE,PERIOD_TYPE,WELL_TEST_PERIOD,RUN_NUM,145
WELL_TEST_PRESSURE,TEST_NUM,WELL_TEST_PERIOD,PERIOD_OBS_NO,146
WELL_TEST_PRESSURE,TEST_TYPE,WELL_TEST_PERIOD,PERIOD_OBS_NO,147
WELL_TEST_PRESSURE,SOURCE,WELL_TEST_PERIOD,TEST_TYPE,148
WELL_TEST_FLOW_MEAS,TEST_NUM,WELL_TEST_PERIOD,RUN_NUM,149
WELL_TEST_FLOW,PERIOD_OBS_NO,WELL_TEST_PERIOD,SOURCE,150
WELL_TEST_FLOW,PERIOD_TYPE,WELL_TEST_PERIOD,PERIOD_TYPE,151
WELL_TEST_FLOW,PERIOD_TYPE,WELL_TEST_PERIOD,TEST_NUM,152
WELL_TEST_FLOW,TEST_NUM,WELL_TEST_PERIOD,TEST_NUM,153
WELL_TEST_FLOW,RUN_NUM,WELL_TEST_PERIOD,PERIOD_OBS_NO,154
WELL_TEST_FLOW,RUN_NUM,WELL_TEST_PERIOD,RUN_NUM,155
WELL_TEST_FLOW,SOURCE,WELL_TEST_PERIOD,TEST_NUM,156
WELL_TEST_FLOW,SOURCE,WELL_TEST_PERIOD,TEST_TYPE,157
WELL_TEST_FLOW,SOURCE,WELL_TEST_PERIOD,UWI,158
RM_INFO_ITEM_CONTENT,WTF_TEST_NUM,WELL_TEST_FLOW,PERIOD_OBS_NO,159
RM_INFO_ITEM_CONTENT,WTF_SOURCE,WELL_TEST_FLOW,FLUID_TYPE,160
RM_INFO_ITEM_CONTENT,WTF_SOURCE,WELL_TEST_FLOW,PERIOD_TYPE,161
RM_INFO_ITEM_CONTENT,WTF_SOURCE,WELL_TEST_FLOW,TEST_TYPE,162
RM_INFO_ITEM_CONTENT,WTF_PERIOD_TYPE,WELL_TEST_FLOW,TEST_NUM,163
RM_INFO_ITEM_CONTENT,WTF_PERIOD_TYPE,WELL_TEST_FLOW,TEST_TYPE,164
RM_INFO_ITEM_CONTENT,UWI,WELL_TEST_FLOW,TEST_TYPE,165
RM_INFO_ITEM_CONTENT,UWI,WELL_TEST_FLOW,SOURCE,166
Z_WELL_WATER_ANALYSIS,TEST_NUM,WELL_TEST,TEST_NUM,167
Z_WELL_WATER_ANALYSIS,TEST_NUM,WELL_TEST,UWI,168
Z_WELL_OIL_ANALYSIS,WELL_TEST_SOURCE,WELL_TEST,TEST_TYPE,169
Z_WELL_OIL_ANALYSIS,WELL_TEST_SOURCE,WELL_TEST,UWI,170
Z_WELL_OIL_ANALYSIS,TEST_TYPE,WELL_TEST,SOURCE,171
Z_WELL_OIL_ANALYSIS,TEST_NUM,WELL_TEST,TEST_TYPE,172
Z_WELL_OIL_ANALYSIS,TEST_NUM,WELL_TEST,UWI,173
Z_WELL_GAS_ANALYSIS,WELL_TEST_SOURCE,WELL_TEST,SOURCE,174
Z_WELL_GAS_ANALYSIS,TEST_NUM,WELL_TEST,TEST_NUM,175
Z_WELL_GAS_ANALYSIS,UWI,WELL_TEST,UWI,176
WELL_TREATMENT,TEST_TYPE,WELL_TEST,RUN_NUM,177
WELL_TREATMENT,TEST_TYPE,WELL_TEST,TEST_TYPE,178
WELL_TREATMENT,TEST_TYPE,WELL_TEST,UWI,179
WELL_TREATMENT,UWI,WELL_TEST,SOURCE,180
WELL_TEST_STRAT_UNIT,RUN_NUM,WELL_TEST,SOURCE,181
WELL_TEST_SHUTOFF,RUN_NUM,WELL_TEST,TEST_TYPE,182
WELL_TEST_REMARK,TEST_NUM,WELL_TEST,TEST_TYPE,183
WELL_TEST_REMARK,SOURCE,WELL_TEST,UWI,184
WELL_TEST_RECOVERY,RUN_NUM,WELL_TEST,TEST_NUM,185
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST,RUN_NUM,186
WELL_TEST_RECOVERY,TEST_TYPE,WELL_TEST,UWI,187
WELL_TEST_RECOVERY,UWI,WELL_TEST,TEST_NUM,188
WELL_TEST_RECOVERY,UWI,WELL_TEST,UWI,189
WELL_TEST_CUSHION,SOURCE,WELL_TEST,TEST_TYPE,190
WELL_TEST_CUSHION,UWI,WELL_TEST,UWI,191
WELL_TEST_COMPUT_ANAL,RUN_NUM,WELL_TEST,RUN_NUM,192
WELL_TEST_COMPUT_ANAL,TEST_TYPE,WELL_TEST,TEST_NUM,193
WELL_TEST_COMPUT_ANAL,TEST_TYPE,WELL_TEST,TEST_TYPE,194
WELL_TEST_COMPUT_ANAL,SOURCE,WELL_TEST,TEST_TYPE,195
WELL_TEST_COMPUT_ANAL,SOURCE,WELL_TEST,UWI,196
WELL_TEST_COMPUT_ANAL,UWI,WELL_TEST,RUN_NUM,197
WELL_TEST_COMPUT_ANAL,UWI,WELL_TEST,UWI,198
WELL_PRESSURE,WELL_TEST_TYPE,WELL_TEST,TEST_TYPE,199
WELL_ACTIVITY_COMPONENT,WELL_TEST_TYPE,WELL_TEST,TEST_NUM,200
WELL_ACTIVITY_COMPONENT,WELL_TEST_SOURCE,WELL_TEST,TEST_NUM,201
WELL_ACTIVITY_COMPONENT,WELL_TEST_SOURCE,WELL_TEST,UWI,202
WELL_ACTIVITY_COMPONENT,WELL_TEST_NUM,WELL_TEST,UWI,203
SAMPLE_ANAL_COMPONENT,RUN_NUM,WELL_TEST,RUN_NUM,204
WELL_TEST_RECORDER,RUN_NUM,WELL_TEST,TEST_NUM,205
WELL_TEST_RECORDER,RUN_NUM,WELL_TEST,RUN_NUM,206
WELL_TEST_RECORDER,TEST_TYPE,WELL_TEST,UWI,207
WELL_TEST_PRESS_MEAS,TEST_NUM,WELL_TEST,RUN_NUM,208
WELL_TEST_PRESS_MEAS,RUN_NUM,WELL_TEST,RUN_NUM,209
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST,RUN_NUM,210
WELL_TEST_PRESS_MEAS,SOURCE,WELL_TEST,TEST_TYPE,211
WELL_TEST_PERIOD,TEST_TYPE,WELL_TEST,TEST_NUM,212
WELL_TEST_PERIOD,UWI,WELL_TEST,SOURCE,213
WELL_TEST_MUD,TEST_NUM,WELL_TEST,RUN_NUM,214
WELL_TEST_MUD,TEST_TYPE,WELL_TEST,TEST_NUM,215
WELL_TEST_FLOW_MEAS,TEST_NUM,WELL_TEST,RUN_NUM,216
WELL_TEST_FLOW_MEAS,TEST_NUM,WELL_TEST,SOURCE,217
WELL_TEST_FLOW_MEAS,RUN_NUM,WELL_TEST,RUN_NUM,218
WELL_TEST_EQUIPMENT,TEST_TYPE,WELL_TEST,TEST_NUM,219
WELL_TEST_EQUIPMENT,TEST_TYPE,WELL_TEST,RUN_NUM,220
WELL_TEST_EQUIPMENT,TEST_TYPE,WELL_TEST,SOURCE,221
WELL_TEST_EQUIPMENT,SOURCE,WELL_TEST,RUN_NUM,222
WELL_TEST_EQUIPMENT,UWI,WELL_TEST,RUN_NUM,223
WELL_SIEVE_SCREEN,ANALYSIS_OBS_NO,WELL_SIEVE_ANALYSIS,ANALYSIS_OBS_NO,224
WELL_SHOW_REMARK,SHOW_OBS_NO,WELL_SHOW,SOURCE,225
WELL_SHOW_REMARK,SHOW_SOURCE,WELL_SHOW,SOURCE,226
WELL_PRESSURE_AOF_4PT,PRESSURE_OBS_NO,WELL_PRESSURE_AOF,AOF_OBS_NO,227
WELL_PRESSURE_AOF_4PT,PRESSURE_OBS_NO,WELL_PRESSURE_AOF,PRESSURE_OBS_NO,228
WELL_PRESSURE_AOF_4PT,UWI,WELL_PRESSURE_AOF,UWI,229
WELL_PRESSURE_BH,PRESSURE_OBS_NO,WELL_PRESSURE,PRESSURE_OBS_NO,230
WELL_PRESSURE_BH,UWI,WELL_PRESSURE,SOURCE,231
WELL_PRESSURE_AOF,SOURCE,WELL_PRESSURE,SOURCE,232
WELL_PRESSURE_AOF,UWI,WELL_PRESSURE,UWI,233
WELL_ACTIVITY_COMPONENT,PERFORATION_SOURCE,WELL_PERFORATION,UWI,234
WELL_ACTIVITY_COMPONENT,UWI,WELL_PERFORATION,PERFORATION_OBS_NO,235
WELL_HORIZ_DRILL_SPOKE,NODE_ID,WELL_NODE,NODE_ID,236
LEGAL_CONGRESS_LOC,WELL_NODE_ID,WELL_NODE,NODE_ID,237
WELL_MUD_RESISTIVITY,SOURCE,WELL_MUD_SAMPLE,SOURCE,238
LITH_SAMPLE_COLLECTION,MUD_SAMPLE_ID,WELL_MUD_SAMPLE,SAMPLE_ID,239
LITH_SAMPLE_COLLECTION,MUD_SAMPLE_ID,WELL_MUD_SAMPLE,UWI,240
WELL_LOG_TRIP,MUD_SOURCE,WELL_MUD_SAMPLE,SOURCE,241
WELL_LOG_TRIP,MUD_SOURCE,WELL_MUD_SAMPLE,UWI,242
WELL_LOG_TRIP_REMARK,TRIP_OBS_NO,WELL_LOG_TRIP,TRIP_OBS_NO,243
WELL_LOG_TRIP_REMARK,JOB_SOURCE,WELL_LOG_TRIP,TRIP_OBS_NO,244
WELL_LOG_TRIP_REMARK,JOB_SOURCE,WELL_LOG_TRIP,SOURCE,245
WELL_LOG_CURVE,WELL_LOG_JOB_SOURCE,WELL_LOG_TRIP,UWI,246
WELL_LOG_CURVE,TRIP_OBS_NO,WELL_LOG_TRIP,JOB_ID,247
WELL_LOG_CURVE,UWI,WELL_LOG_TRIP,JOB_ID,248
WELL_LOG_CURVE,UWI,WELL_LOG_TRIP,UWI,249
WELL_LOG,LOG_JOB_ID,WELL_LOG_TRIP,UWI,250
WELL_LOG_PASS,SOURCE,WELL_LOG_TRIP,TRIP_OBS_NO,251
WELL_LOG_PASS,SOURCE,WELL_LOG_TRIP,JOB_ID,252
WELL_LOG_CURVE,WELL_LOG_JOB_SOURCE,WELL_LOG_PASS,LOG_TOOL_PASS_NO,253
WELL_LOG_CURVE,WELL_LOG_JOB_SOURCE,WELL_LOG_PASS,TRIP_OBS_NO,254
WELL_LOG_CURVE,TRIP_OBS_NO,WELL_LOG_PASS,TRIP_OBS_NO,255
WELL_LOG_CURVE,LOG_TOOL_PASS_NO,WELL_LOG_PASS,SOURCE,256
WELL_LOG_CURVE,UWI,WELL_LOG_PASS,UWI,257
WELL_LOG,TRIP_OBS_NO,WELL_LOG_PASS,JOB_ID,258
WELL_LOG,LOG_TOOL_PASS_NO,WELL_LOG_PASS,TRIP_OBS_NO,259
WELL_LOG,LOG_TOOL_PASS_NO,WELL_LOG_PASS,SOURCE,260
WELL_LOG,LOG_JOB_ID,WELL_LOG_PASS,TRIP_OBS_NO,261
WELL_LOG,LOG_JOB_ID,WELL_LOG_PASS,JOB_ID,262
WELL_LOG,LOG_JOB_ID,WELL_LOG_PASS,UWI,263
WELL_LOG,UWI,WELL_LOG_PASS,JOB_ID,264
WELL_LOG,UWI,WELL_LOG_PASS,SOURCE,265
WELL_LOG_PARM_ARRAY,PARAMETER_SEQ_NO,WELL_LOG_PARM,UWI,266
WELL_LOG_PARM_ARRAY,WELL_LOG_ID,WELL_LOG_PARM,WELL_LOG_SOURCE,267
WELL_LOG_TRIP,SOURCE,WELL_LOG_JOB,JOB_ID,268
WELL_LOG_CURVE_PROC,DICT_PROCESS_ID,WELL_LOG_DICT_PROC,DICTIONARY_ID,269
WELL_LOG_CURVE_PROC,DICTIONARY_ID,WELL_LOG_DICT_PROC,DICTIONARY_ID,270
WELL_LOG_PARM,DICTIONARY_ID,WELL_LOG_DICT_PARM,DICTIONARY_ID,271
WELL_LOG_DICT_PARM_VAL,DICTIONARY_ID,WELL_LOG_DICT_PARM,DICTIONARY_ID,272
BA_PREFERENCE_LEVEL,WL_DICT_CURVE_ID,WELL_LOG_DICT_CURVE,DICTIONARY_ID,273
WELL_LOG_DICT_CRV_CLS,DICT_CURVE_ID,WELL_LOG_DICT_CURVE,DICTIONARY_ID,274
WELL_LOG_DICT_CRV_CLS,DICTIONARY_ID,WELL_LOG_DICT_CURVE,DICTIONARY_ID,275
WELL_LOG_DICT_PROC,DICTIONARY_ID,WELL_LOG_DICTIONARY,DICTIONARY_ID,276
WELL_LOG_DICT_ALIAS,DICTIONARY_ID,WELL_LOG_DICTIONARY,DICTIONARY_ID,277
WELL_LOG_CURVE_SCALE,DIGITAL_CURVE_ID,WELL_LOG_DGTZ_CURVE,CURVE_ID,278
RM_INFO_ITEM_CONTENT,WL_DGTZ_CURVE_ID,WELL_LOG_DGTZ_CURVE,DIGITAL_CURVE_ID,279
RM_INFO_ITEM_CONTENT,WELL_LOG_CURVE_ID,WELL_LOG_DGTZ_CURVE,UWI,280
RM_INFO_ITEM_CONTENT,UWI,WELL_LOG_DGTZ_CURVE,DIGITAL_CURVE_ID,281
WELL_LOG_CURVE_PROC,SPLICE_OBS_NO,WELL_LOG_CURVE_SPLICE,SPLICE_OBS_NO,282
WELL_LOG_CURVE,WELL_LOG_SOURCE,WELL_LOG_CURVE_FRAME,WELL_LOG_ID,283
WELL_LOG_CURVE,WELL_LOG_SOURCE,WELL_LOG_CURVE_FRAME,UWI,284
WELL_LOG_CURVE,UWI,WELL_LOG_CURVE_FRAME,WELL_LOG_SOURCE,285
WELL_LOG_CURVE,UWI,WELL_LOG_CURVE_FRAME,UWI,286
BA_PREFERENCE,WL_CURVE_CLASS_ID,WELL_LOG_CURVE_CLASS,CURVE_CLASS_ID,287
WELL_LOG_AXIS_COORD,CURVE_ID,WELL_LOG_CURVE_AXIS,AXIS_ID,288
WELL_LOG_CURVE_REMARK,CURVE_ID,WELL_LOG_CURVE,UWI,289
WELL_LOG_CURVE_AXIS,CURVE_ID,WELL_LOG_CURVE,CURVE_ID,290
STRAT_COLUMN_ACQTN,LOG_CURVE_ID,WELL_LOG_CURVE,CURVE_ID,291
