TABLE_NAME,PKCOLUMNNAME,RTABLE,RCOLUMNNAME
R_WELL_LEVEL_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WATER_BOTTOM_ZONE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_VSP_TYPE,SOURCE,R_SOURCE,SOURCE
R_VELOCITY_COMPUTE,SOURCE,R_SOURCE,SOURCE
R_TEST_SUBTYPE,SOURCE,R_SOURCE,SOURCE
R_WASTE_ADJUST_REASON,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_VELOCITY_DIMENSION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_TRACE_HEADER_WORD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_STRAT_UNIT_TYPE,SOURCE,R_SOURCE,SOURCE
R_STRAT_UNIT_COMP_TYPE,SOURCE,R_SOURCE,SOURCE
R_STRAT_TYPE,SOURCE,R_SOURCE,SOURCE
R_STRAT_NAME_SET_TYPE,SOURCE,R_SOURCE,SOURCE
R_STRAT_EQUIV_DIRECT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SPATIAL_DESC_TYPE,SOURCE,R_SOURCE,SOURCE
R_SP_POINT_VERSION_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SF_ROAD_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SF_COMPONENT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_TRANS_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_SUMMARY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_PROC_SET_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_RECORD_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_PROC_STEP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_PROC_PARM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_SEIS_CABLE_MAKE,SOURCE,R_SOURCE,SOURCE
R_SEIS_AUTHORIZE_REASON,SOURCE,R_SOURCE,SOURCE
R_SEIS_ACTIVITY_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_3D_TYPE,SOURCE,R_SOURCE,SOURCE
R_SAMPLE_DESC_TYPE,SOURCE,R_SOURCE,SOURCE
R_SAMPLE_ANAL_COMP_TYPE,SOURCE,R_SOURCE,SOURCE
R_SEIS_BIN_METHOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ROYALTY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ROAD_TRAFFIC_FLOW_TYPE,SOURCE,R_SOURCE,SOURCE
R_RMII_GROUP_TYPE,SOURCE,R_SOURCE,SOURCE
R_RIG_SUBSTRUCTURE,SOURCE,R_SOURCE,SOURCE
R_ROAD_DRIVING_SIDE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RMII_METADATA_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RMII_DEFICIENCY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RMII_CONTENT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_SWIVEL_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_CODE,SOURCE,R_SOURCE,SOURCE
R_REST_TYPE,SOURCE,R_SOURCE,SOURCE
R_RESENT_USE_TYPE,SOURCE,R_SOURCE,SOURCE
R_RESENT_GROUP_TYPE,SOURCE,R_SOURCE,SOURCE
R_REPORT_HIER_LEVEL,SOURCE,R_SOURCE,SOURCE
R_REPEAT_STRAT_TYPE,SOURCE,R_SOURCE,SOURCE
R_RIG_DESILTER_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_DESANDER_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RIG_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RESENT_USE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RATIO_CURVE_TYPE,SOURCE,R_SOURCE,SOURCE
R_QUALITY,SOURCE,R_SOURCE,SOURCE
R_QUALIFIER_TYPE,SOURCE,R_SOURCE,SOURCE
R_PROJECT_ALIAS_TYPE,SOURCE,R_SOURCE,SOURCE
R_PROD_STRING_STATUS,SOURCE,R_SOURCE,SOURCE
R_PPDM_UOM_USAGE,SOURCE,R_SOURCE,SOURCE
R_PPDM_TABLE_TYPE,SOURCE,R_SOURCE,SOURCE
R_RATIO_CURVE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_RATE_CONDITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PROD_STRING_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PROD_STRING_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PRODUCTION_METHOD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_OBJECT_STATUS,SOURCE,R_SOURCE,SOURCE
R_PPDM_RULE_PURPOSE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_OBJECT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_OBJECT_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_METRIC_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_GROUP_USE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_GROUP_TYPE,SOURCE,R_SOURCE,SOURCE
R_PLOT_SYMBOL,SOURCE,R_SOURCE,SOURCE
R_PLATFORM_TYPE,SOURCE,R_SOURCE,SOURCE
R_PPDM_AUDIT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_POOL_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PAY_METHOD,SOURCE,R_SOURCE,SOURCE
R_PAYZONE_TYPE,SOURCE,R_SOURCE,SOURCE
R_OPERAND_QUALIFIER,SOURCE,R_SOURCE,SOURCE
R_OBLIG_SUSPEND_PAY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_OBLIG_PARTY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_NOTIFICATION_COMP_TYPE,SOURCE,R_SOURCE,SOURCE
R_MUD_PROPERTY_REF,SOURCE,R_SOURCE,SOURCE
R_MUD_PROPERTY_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_MEASURE_TECHNIQUE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LR_TERMIN_REQMT,SOURCE,R_SOURCE,SOURCE
R_LOG_GOOD_VALUE_TYPE,SOURCE,R_SOURCE,SOURCE
R_LR_TERMIN_REQMT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LOG_POSITION_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LITH_ROCK_PROFILE,SOURCE,R_SOURCE,SOURCE
R_LITH_DISTRIBUTION,SOURCE,R_SOURCE,SOURCE
R_LITH_DIAGENESIS,SOURCE,R_SOURCE,SOURCE
R_LITHOLOGY,SOURCE,R_SOURCE,SOURCE
R_LAND_WELL_REL_TYPE,SOURCE,R_SOURCE,SOURCE
R_LITH_OIL_STAIN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LEASE_UNIT_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LAND_TITLE_CHG_RSN,SOURCE,R_SOURCE,SOURCE
R_INV_MATERIAL_TYPE,SOURCE,R_SOURCE,SOURCE
R_INT_SET_ROLE,SOURCE,R_SOURCE,SOURCE
R_LAND_STATUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LAND_REQUEST_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LAND_CASE_ACTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_INTERP_ORIGIN_TYPE,SOURCE,R_SOURCE,SOURCE
R_INSP_COMP_TYPE,SOURCE,R_SOURCE,SOURCE
R_INFORMATION_PROCESS,SOURCE,R_SOURCE,SOURCE
R_HORIZ_DRILL_TYPE,SOURCE,R_SOURCE,SOURCE
R_INPUT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_INCIDENT_CAUSE_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_IMAGE_SECTION_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_HSE_RESPONSE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_HSE_COMP_ROLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_FIN_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_FIN_TYPE,SOURCE,R_SOURCE,SOURCE
R_FOS_DESC_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_FOS_COLOR,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_FIELD_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_FACILITY_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_EQUIP_MAINT_STAT_TYPE,SOURCE,R_SOURCE,SOURCE
R_ENT_TYPE,SOURCE,R_SOURCE,SOURCE
R_FACILITY_XREF_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_EQUIP_BA_ROLE_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ENVIRONMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ENT_EXPIRY_ACTION,SOURCE,R_SOURCE,SOURCE
R_ENHANCED_REC_TYPE,SOURCE,R_SOURCE,SOURCE
R_ECOZONE_XREF,SOURCE,R_SOURCE,SOURCE
R_ECOZONE_TYPE,SOURCE,R_SOURCE,SOURCE
R_DRILL_BIT_DETAIL_TYPE,SOURCE,R_SOURCE,SOURCE
R_DRILL_BIT_CONDITION,SOURCE,R_SOURCE,SOURCE
R_DRILL_ASSEMBLY_COMP,SOURCE,R_SOURCE,SOURCE
R_DRILLING_MEDIA,SOURCE,R_SOURCE,SOURCE
R_DIR_SRVY_RECORD,SOURCE,R_SOURCE,SOURCE
R_EMPLOYEE_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_EMPLOYEE_POSITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ECOZONE_XREF,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_DRILL_BIT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_DRILL_BIT_DETAIL_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_DRILL_BIT_DETAIL_CODE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_DIR_SRVY_CLASS,SOURCE,R_SOURCE,SOURCE
R_DIRECTION,SOURCE,R_SOURCE,SOURCE
R_CURVE_SCALE,SOURCE,R_SOURCE,SOURCE
R_CS_TRANSFORM_TYPE,SOURCE,R_SOURCE,SOURCE
R_CREATOR_TYPE,SOURCE,R_SOURCE,SOURCE
R_COUPLING_TYPE,SOURCE,R_SOURCE,SOURCE
R_DATA_CIRC_PROCESS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CURVE_SCALE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CREATOR_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CORE_RECOVERY_TYPE,SOURCE,R_SOURCE,SOURCE
R_CONT_EXTEND_COND,SOURCE,R_SOURCE,SOURCE
R_CORE_HANDLING,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_COORD_COMPUTE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CONT_OPERATING_PROC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CONTEST_PARTY_ROLE,SOURCE,R_SOURCE,SOURCE
R_CONFIDENCE_TYPE,SOURCE,R_SOURCE,SOURCE
R_COLOR_PALETTE,SOURCE,R_SOURCE,SOURCE
R_COLOR_FORMAT,SOURCE,R_SOURCE,SOURCE
R_CONSULT_COMP_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CONSENT_CONDITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_COMPLETION_STATUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_COLOR_PALETTE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CAT_EQUIP_SPEC_CODE,SOURCE,R_SOURCE,SOURCE
R_BA_XREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_CAT_ADDITIVE_SPEC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_BUILDUP_RADIUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_BIT_CUT_STRUCT_LOC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_BA_PREF_TYPE,SOURCE,R_SOURCE,SOURCE
R_BA_DESC_TYPE,SOURCE,R_SOURCE,SOURCE
R_BA_CONTACT_LOC_TYPE,SOURCE,R_SOURCE,SOURCE
R_AUTHOR_TYPE,SOURCE,R_SOURCE,SOURCE
R_APPLIC_ATTACHMENT,SOURCE,R_SOURCE,SOURCE
R_AOF_CALC_METHOD,SOURCE,R_SOURCE,SOURCE
R_BA_PREF_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_BA_DESC_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ANALYSIS_REPORT,SOURCE,R_SOURCE,SOURCE
R_ALIAS_REASON_TYPE,SOURCE,R_SOURCE,SOURCE
R_AIRCRAFT_TYPE,SOURCE,R_SOURCE,SOURCE
R_ANALYSIS_REPORT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ALLOWABLE_EXPENSE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_PHYS_ITEM_GROUP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_LITH_SAMPLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_INFO_ITEM_BA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_FOSSIL,SOURCE,R_SOURCE,SOURCE
RM_DATA_STORE_STRUCTURE,SOURCE,R_SOURCE,SOURCE
RM_IMAGE_LOC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_FILE_CONTENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_DECRYPT_KEY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RESENT_PROD_PROPERTY,SOURCE,R_SOURCE,SOURCE
REPORT_HIER,SOURCE,R_SOURCE,SOURCE
RESENT_REVISION_CAT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PR_STR_FORM_STAT_HIST,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PROD_STR_STAT_HIST,SOURCE,R_SOURCE,SOURCE
PROD_LEASE_UNIT,SOURCE,R_SOURCE,SOURCE
PPDM_UOM_ALIAS,SOURCE,R_SOURCE,SOURCE
PPDM_TABLE_HISTORY,SOURCE,R_SOURCE,SOURCE
PPDM_TABLE,SOURCE,R_SOURCE,SOURCE
PROJECT_PLAN_STEP,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_TABLE_HISTORY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_TABLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_QUANTITY,SOURCE,R_SOURCE,SOURCE
PPDM_MAP_DETAIL,SOURCE,R_SOURCE,SOURCE
PPDM_INDEX_COLUMN,SOURCE,R_SOURCE,SOURCE
PPDM_RULE_ENFORCEMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_METRIC_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_MEASUREMENT_SYSTEM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
POOL_AREA,SOURCE,R_SOURCE,SOURCE
PDEN_VOL_REGIME,SOURCE,R_SOURCE,SOURCE
PPDM_COLUMN_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
POOL_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_PR_STR_FORM,SOURCE,R_SOURCE,SOURCE
PDEN_DECLINE_SEGMENT,SOURCE,R_SOURCE,SOURCE
PDEN_PR_STR_FORM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_IN_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PALEO_CONFIDENCE,SOURCE,R_SOURCE,SOURCE
PALEO_ABUND_SCHEME,SOURCE,R_SOURCE,SOURCE
OBLIG_PAYMENT,SOURCE,R_SOURCE,SOURCE
PALEO_FOSSIL_LIST,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PALEO_ABUND_QUALIFIER,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
OBLIG_SUBSTANCE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
OBLIG_CALC,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
OBLIG_ALLOW_DEDUCTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
OBLIGATION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LITH_SAMPLE,SOURCE,R_SOURCE,SOURCE
LEGAL_OHIO_LOC,SOURCE,R_SOURCE,SOURCE
LEGAL_LOC_REMARK,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_TRACT_FACTOR,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_SALE_OFFERING_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_RIGHT_COMPONENT,SOURCE,R_SOURCE,SOURCE
LAND_REMARK,SOURCE,R_SOURCE,SOURCE
LAND_BA_SERVICE,SOURCE,R_SOURCE,SOURCE
INT_SET_COMPONENT,SOURCE,R_SOURCE,SOURCE
LAND_SALE_BID_SET,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_RIGHT_REST_REM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
LAND_RIGHT_FACILITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
INSTRUMENT_DETAIL,SOURCE,R_SOURCE,SOURCE
INSTRUMENT,SOURCE,R_SOURCE,SOURCE
HSE_INCIDENT_SEV_ALIAS,SOURCE,R_SOURCE,SOURCE
HSE_INCIDENT_TYPE_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
HSE_INCIDENT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
HSE_INCIDENT_SUBSTANCE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
HSE_INCIDENT_SEVERITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FOSSIL_TAXON_HIER,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FOSSIL_DOCUMENT,SOURCE,R_SOURCE,SOURCE
FOSSIL_ASSEMBLAGE,SOURCE,R_SOURCE,SOURCE
FIN_COMPONENT,SOURCE,R_SOURCE,SOURCE
FOSSIL_DOCUMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FIELD_INSTRUMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FIELD_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FIELD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FACILITY_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FACILITY_LIC_AREA,SOURCE,R_SOURCE,SOURCE
EQUIPMENT,SOURCE,R_SOURCE,SOURCE
FACILITY_LIC_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
FACILITY_DESCRIPTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
ENT_SECURITY_GROUP,SOURCE,R_SOURCE,SOURCE
ECOZONE,SOURCE,R_SOURCE,SOURCE
CS_PRIME_MERIDIAN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONTRACT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CONSULT_XREF,SOURCE,R_SOURCE,SOURCE
CONSULT_DISC_BA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CAT_EQUIPMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
BA_PERMIT,SOURCE,R_SOURCE,SOURCE
BA_LICENSE_ALIAS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
BA_CONSORTIUM_SERVICE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
BA_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
Z_PDEN_VOL_BY_DAY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST_RECOVERY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_TEST_MUD,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
AREA_COMPONENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
APPLIC_AREA,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
APPLICATION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_DRILL_REPORT,SOURCE,R_SOURCE,SOURCE
WELL_DRILL_PERIOD,SOURCE,R_SOURCE,SOURCE
WELL_DRILL_MUD_INTRVL,SOURCE,R_SOURCE,SOURCE
WELL_DRILL_PERIOD_CREW,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
WELL_DRILL_MUD_INTRVL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PRODUCT,SOURCE,R_SOURCE,SOURCE
RESENT_ECO_RUN,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_VOL_MEAS_CONV,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PPDM_RULE_DETAIL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_VOLUME_ANALYSIS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_PR_STR_ALLOWABLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
PDEN_FLOW_MEASUREMENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
HSE_INCIDENT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
AREA_DESCRIPTION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_WELL_SERVICE_METRIC,SOURCE,R_SOURCE,SOURCE
R_TREATMENT_FLUID,SOURCE,R_SOURCE,SOURCE
R_SF_VEHICLE_TYPE,SOURCE,R_SOURCE,SOURCE
R_PROJECT_STATUS,SOURCE,R_SOURCE,SOURCE
R_SF_VESSEL_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PROJECT_CONDITION,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_SCHEMA_ENTITY,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_PPDM_RULE_XREF_COND,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_LAND_OFFRING_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_GEOMETRY_FORMAT,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_FAC_LIC_VIOL_RESOL,SOURCE,R_SOURCE,SOURCE
R_FAC_MAINT_STATUS,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_EQUIP_STATUS_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ECOZONE_HIER_LEVEL,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_ECONOMIC_SCHEDULE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_DECRYPT_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_CONSULT_ROLE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
RM_PHYS_ITEM_STORE,SOURCE,R_SOURCE,SOURCE
R_CLIMATE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
R_APPLIC_TYPE,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
CS_GEODETIC_DATUM,ROW_QUALITY,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID
